match_id,max_dire,max_radiant
569649581,50.437136983778124,55.04201475815654
569716737,29.448537146634315,40.486979925772545
579132234,21.611251874728776,61.88774324891365
580607270,34.47894686024126,36.72343381058779
580713548,29.110074667977464,46.36631041892073
580795951,45.19248555960856,48.6497857645
588972183,38.61850588892775,46.36720924779065
589072947,36.0860095138133,46.33150400333176
589157786,42.81320193948081,47.575934373521925
590348637,39.10127981158495,40.81996437203314
590436483,39.5863862299261,35.53418023940562
590518928,41.36289722012818,37.80076530934728
591705499,48.07295527381473,53.88906656853938
591798786,37.74960814716011,51.11257468457107
591890072,35.5619212810468,32.69670932879185
593051940,47.751260319573355,50.26636739658379
593144800,40.42939821539134,43.76799553682434
599472634,44.72322142401853,30.662369491345157
599569853,47.288520221762155,61.43234710044415
599633031,31.533666591945043,35.68202256137737
600841581,41.06502293708758,39.951939590730476
600946678,41.47794854464827,42.29632633399795
601028596,41.24901554111912,29.373312797645475
602248335,34.93785948526335,48.386634470191666
602341542,46.236170045818895,43.51563547548898
610263617,29.62479080611075,42.23683249045357
610363820,43.716939340204355,41.53235667896655
610451558,36.06426260470393,42.29167198421275
611706372,51.91762049649845,45.846135628363015
611805511,33.657881153211484,40.03965865799666
613149649,40.079151030413435,29.99746301713252
613258812,37.03691155527041,38.41777123925818
621041235,40.1951982051107,40.830482641260915
621214317,43.39848164841063,42.26939896020936
621620590,45.3380110109337,37.93096637061673
621624233,26.96822778218712,32.82769513652002
621885923,48.35474263136995,53.466011096099685
623172202,54.56638803709593,41.79657357938414
623199714,44.9838489286722,55.4151249181779
623246765,47.77974959303023,56.888521933198994
623384981,41.38477965339056,46.59868397423489
623642286,45.53525551779498,51.45655188658215
624579175,45.15479945940274,39.326778544531535
624608163,36.89988209580115,39.45026737166449
624642968,45.14971166668382,39.72095988734102
624692548,43.42731977153213,50.895973943602414
624755961,37.34664819141759,55.358085256836425
624816454,41.34271075098804,44.7300178834486
625739549,40.72304362414061,38.75521656061199
625840949,37.50374862368085,40.10628325168652
625935277,47.599181351539194,50.574068303682836
626519881,46.71131194226382,49.57470417697979
626780627,55.96873785000336,35.31769387546984
626855387,37.49104915370357,37.57329041556173
627040007,38.6369626633142,39.599317620068405
627083336,32.277514164959506,40.02057545549364
627166226,38.10343172735823,49.54980838758161
627616609,40.963344398895806,43.57688527027714
627623750,55.463082517033904,56.396603162436115
627677789,58.07372846590458,50.93034805491149
627832188,44.04224233109847,50.98109860447926
627845961,69.73784284265368,53.43551167734832
628111860,37.82938520221432,38.490998954335645
628172689,39.931983211832964,59.2110413859848
628202167,44.70562525317369,36.473346685204234
628238411,47.114598658262366,54.732814861931374
628328743,40.74485676817085,46.35505407463981
628546255,46.168461576593714,20.682500395821116
628557042,46.81180753171859,48.03422325719666
629067363,33.5892170767486,44.667484656238315
629142053,51.46343487460969,48.43688665623296
634751129,38.614296511822324,45.93449749275432
634790888,39.89403575446994,41.465815266122966
636257744,49.61642215876525,46.487823600870314
636303474,50.37990808931989,38.73746216341631
636311751,44.4673000309291,44.36146803796038
636342671,49.86733910976925,50.69104015124912
636381308,35.58032066080681,39.838983216217976
636420810,43.42488753593792,49.725472919363604
636469748,37.413164108746024,43.26417893008555
636476209,43.3952939154786,60.11720809808656
636512456,41.1167818465698,33.413668709522085
636585258,37.89931169758753,34.08586222167023
637461379,63.16267429341,43.28701940979398
638324033,44.51070477976754,49.679467566972896
638374052,45.79439462501191,47.720702112595845
638399346,46.657654774873926,65.69361126932861
638431876,40.51582183791204,43.35283822065217
638444119,43.710825957586565,52.281009627111594
638514403,59.991642372991876,68.3746513366795
638646888,52.3152410867694,39.941341718275716
639655565,44.231331609510235,50.879282334558205
639915588,44.424983747278006,35.31771765951335
639928171,37.643179836485444,42.68776317637791
639943860,33.66912523280316,35.0328739687634
639944687,31.553699494783483,42.15746374019573
640022519,35.60837566428112,41.84813350625283
640050884,35.2606137889998,40.54022682141372
640088992,30.4698281961541,32.784586906256415
640183396,39.86459503333442,33.44672461298392
641405166,47.42885006094736,41.17107562968168
641717130,36.52247126956252,40.65871925335937
641756777,53.968042754306715,55.626044799114034
641869130,43.167157581506906,49.55977202990466
641876436,46.99977303786371,42.19178798157782
642238139,44.27781210819102,43.81505698276153
642864521,45.390082303675314,43.88207068899734
643015651,42.12642661623216,44.56083016002463
643051079,43.58870395774162,47.92024581437899
643061665,43.54288646979528,61.90518046586782
643121928,39.26966610116004,45.39623836787379
643128080,41.877863420545594,35.29666435926207
643208148,30.699328908857723,36.54508007659641
643231908,40.17065290441137,33.120348731051585
643346528,39.010719972355794,45.558514870181156
643387304,54.709992159948975,36.53553498049301
643438672,47.04477440206362,53.290347457540456
643470370,43.33701260301638,47.24256154376122
643511051,36.191761188264095,43.05034203345496
643524414,45.49624407391522,49.68951726864298
643538237,36.461160276347364,39.663338926411036
643571475,54.57988641267387,43.40619249918617
643618598,42.31580648597755,41.800405874474386
643624058,46.813654553998376,40.22472700770699
643627112,40.1405353684777,40.586759753087925
643651688,42.09671548641557,42.325714410867086
643680312,38.662004790281316,52.4258943386726
643721703,42.84890140656181,48.18128962233818
643752615,46.316783423037684,42.78075781918979
643792570,44.36287732872756,43.127100484793296
643833001,44.661826449660815,51.35786053818476
643837106,45.0928486145229,49.14485034318533
644374912,49.69960663522807,48.992163089388995
644561255,47.48782111085439,34.264152109267705
644617314,34.33485658237634,38.161536382458536
644676572,43.69389985312518,47.206171706050604
644725431,43.98783209680409,50.25803700646927
644745895,39.58429911588529,44.842584005192634
644790017,62.890664479058835,40.6703404818116
644837381,35.317397521282956,51.41613257876034
644940512,39.61003747153863,51.832661303669504
644941370,40.765303205150765,46.97270948033438
644957827,39.83051123964495,45.56620705721492
645037586,44.99172318186414,45.19794907081257
645047492,48.90767722055217,44.59578990788534
645077087,38.84632548908675,40.1235742650822
645093123,31.964688214082585,48.27023825195626
645112787,42.89479130812227,47.12450573935068
645138849,49.68797816357383,44.47335901124701
645149155,43.1676527064223,53.27297463964457
645149633,38.066375365160354,42.14467263449953
645153730,49.467274313455604,30.78303246578996
645174955,44.889869874886045,55.88704242761757
645181933,36.01156362175501,41.14766461146741
645191970,44.67496790565217,45.09669297597096
645197172,33.983841617273654,36.02607845021513
645199327,46.25785970703095,35.74789326683245
645212603,48.735512204003015,55.041276939524465
645223470,45.59488310230442,37.3853177544327
645228608,31.559651503367526,42.61847310731146
645231926,40.389860407083766,32.28320271557036
645231935,34.57346704106234,37.285644897276164
645252358,45.00968564792208,46.48273789539646
645258275,53.43677401997197,48.615408319210594
645260190,44.98043092399193,45.985160653071006
645268274,40.838400081990365,50.4838627704153
645274767,32.90650737454077,47.26078813127836
645282289,58.961787033684374,33.562956120981845
645284166,36.22595083708899,39.39393589242052
645285079,47.60738055630088,42.62288132637304
645312257,34.17581352229004,45.56303577946724
645318558,34.267357155231764,45.30685176066906
645319525,38.089959515306134,37.7284669978562
645347209,46.11056470817994,32.03203933489577
645358352,38.87692487074241,46.87661979855596
645396133,34.062066598213455,45.92048317476277
645867950,40.48625860131292,42.47601756285422
646049346,51.13894639908485,35.28748080406996
646298269,34.215147678797344,43.820444033983264
646416200,41.48459792572074,42.29687804415176
646501704,43.05515359822629,43.73771799155813
647752500,40.43074869321338,42.96128208705516
647798202,48.32204609649328,37.38687504159506
647826183,35.266361564294364,39.65961328002599
647868978,53.57681072666616,40.198539920539424
647869043,31.393641182178797,33.923313057579584
648005989,35.13487247411136,41.061923062399735
648148700,38.3916343841354,38.97620401117028
648170324,33.63538174243428,41.677024058465776
648244534,40.64041255242975,46.209118452353465
648246832,43.49951881947848,35.51033946923935
648267400,42.56797861878524,44.99095405118039
648271831,42.510816503973935,38.81916737966881
648283764,36.68278085029787,40.35126990653653
