match_id,winner_ratio,loser_ratio
569649581,0.2713967337501793,0.08094074936637315
569716737,0.07813793759860568,0.1008733910514545
579132234,0.33865044683861967,0.12063543612009987
580607270,0.06437390637743436,0.08133623220112175
580713548,0.10932197267990108,0.1531644761057072
580795951,0.1534442273516786,0.2771251762563602
588972183,0.10103262844117764,0.04558484391188721
589072947,0.16264907668452347,0.22035809045972446
589157786,0.18097354707678484,0.16863619181244163
590348637,0.04547463092183027,0.014315281592097006
590436483,0.09823076358178659,0.1232800846321396
590518928,0.12527432158230767,0.0025149602012689686
591705499,0.17049316931326675,0.07167427123978112
591798786,0.037138350029635774,0.21656707742101258
591890072,0.13145038172748158,0.11177559115525114
593051940,0.16376938217933532,0.05264939476033237
593144800,0.09271497359349475,0.16091225909895282
599472634,0.008701303292752415,0.07650883983934542
599569853,0.06993764256851116,0.3827311619107516
599633031,0.12463366409908679,0.0884809026490699
600841581,0.18331774481779545,0.04231798429656081
600946678,0.05063644166552314,0.024245571626170408
601028596,0.2916692002473638,0.09599693383431139
602248335,0.20282206895365323,0.1153807820982837
602341542,0.08874679047847743,0.0987014872641788
610263617,0.20557629891423554,0.13314641995376408
610363820,0.03170723955149598,0.048909522520465404
610451558,0.034492549639373475,0.06790695692633657
611706372,0.21238471152313018,0.16637386126864856
611805511,0.004118356081020591,0.14301549119708268
613149649,0.12007433001955423,0.1554392888441178
613258812,0.02177940233066746,0.03990194894744209
621041235,0.07314069052211014,0.14342093568399766
621214317,0.03208029600097214,0.050420246562406436
621620590,0.11823795070126435,0.04100870484050436
621624233,0.10348822147009498,0.15762104901479262
621885923,0.07131275147328893,0.04009316111968487
623172202,0.0130138918068268,0.2345672171773124
623199714,0.02447747573840414,0.15021195924280234
623246765,0.27069866007317667,0.11372548087066943
623384981,0.09832958039704999,0.0013125286278072303
623642286,0.046406225096203596,0.11245556144216037
624579175,0.05207728578298513,0.02798753554085241
624608163,0.09657079105468848,0.027557323810763094
624642968,0.006978469136044422,0.14419208601897515
624692548,0.1658282462782712,0.09958246282252887
624755961,0.2461550634877462,0.12036685389954574
624816454,0.033666768265048434,0.052429500297383115
625739549,0.004634718576978982,0.022184294514825335
625840949,0.015440479660829825,0.030734902463326295
625935277,0.008658714059805991,0.051527082362279646
626519881,0.19501400909071845,0.23750260639881082
626780627,0.17607044747390055,0.09910286361260313
626855387,0.11955440340885812,0.10593749326617365
627040007,0.07244092624246935,0.01733804849480209
627083336,0.08682638483591462,0.12123250740641321
627166226,0.011595683766247079,0.0377974573870062
627616609,0.034877221910400186,0.013056432454384325
627623750,0.003002562526868507,0.09239689606299804
627677789,0.15350292393721024,0.30170069943660704
627832188,0.0012997416969896284,0.04048179211683012
627845961,0.1660486495853811,0.02811948024919845
628111860,0.07137883399708488,0.07816995913341047
628172689,0.12863922609612133,0.11656273482047258
628202167,0.021566400092466378,0.10616172709116407
628238411,0.032252004984043584,0.05749816794933652
628328743,0.049416818460092826,0.025399087409491573
628546255,0.22239266274592956,0.28429052790424736
628557042,0.010578490908816867,0.01587271023257092
629067363,0.03173478042160007,0.09690920176692064
629142053,0.1395078153770957,0.11903404494719741
634751129,0.020488392856939378,0.06572411664816241
634790888,0.04912438408217401,0.13881806133935387
636257744,0.041003971497809134,0.08904001246298478
636303474,0.09425481176953558,0.017087938043395087
636311751,0.06253017572815606,0.02053386606537106
636342671,0.10039985169691086,0.05279968952193063
636381308,0.01121672108026698,0.06263494437369019
636420810,0.014890601049096435,0.16057734872951113
636469748,0.033232406409741996,0.00873967648313778
636476209,0.07260322370751898,0.19381365315278007
636512456,0.13601353393787144,0.14767146001247364
636585258,0.03676825351956705,0.10248234170295427
637461379,0.25406297624332197,0.053484369711155555
638324033,0.17406528397854906,0.1266024248591839
638374052,0.07790361579616514,0.030347507666051644
638399346,0.358086903620497,0.10795943338031326
638431876,0.053461973094446606,0.04597809976820979
638444119,0.11039663226194822,0.049640079814306286
638514403,0.3729489127685559,0.06094151397694921
638646888,0.08344711285339292,0.07860628995915982
639655565,0.25679359124614004,0.09648022531180893
639915588,0.0016394998469737852,0.11798556227712448
639928171,0.005226000916368735,0.04025201755382933
639943860,0.09794121617443917,0.152730127204303
639944687,0.020506906335919544,0.08224434988133053
640022519,0.17818463477138638,0.07130037680182293
640050884,0.04579526343203808,0.0445728474574455
640088992,0.07788679829242681,0.07525665347259679
640183396,0.05989753133156735,0.03233299393183836
641405166,0.02486840722848701,0.1700781419096261
641717130,0.06450594166368406,0.02192808431921221
641756777,0.022339687038411774,0.13699195112646737
641869130,0.004221199719597742,0.11395734808619955
641876436,0.12335004713913009,0.010258563634409173
642238139,0.1621864737055991,0.09915935602070297
642864521,0.1310015995912052,0.03052985278571172
643015651,0.12755366706622123,0.09199797360657792
643051079,0.041920931349761166,0.11239284729785311
643061665,0.19573375581171187,0.015508042556879946
643121928,0.12010774203230597,0.0587378744316291
643128080,0.05709866033375482,0.0683647899635167
643208148,0.1251125765131166,0.04396422607108339
643231908,0.05231668005330606,0.1913124803314802
643346528,0.027619984517422667,0.06016569939827185
643387304,0.10912373739347403,0.021117079547954443
643438672,0.08341234372390445,0.03557529855882473
643470370,0.07741921913779198,0.018867902671250023
643511051,0.08457892796852139,0.06274804601570703
643524414,0.1853716975910233,0.038862314105834135
643538237,0.05691107839873499,0.006369817319171441
643571475,0.05268510340018766,0.017908745216025816
643618598,0.0014894444719573958,0.1878479023695706
643624058,0.13524337822872057,0.010662735643407894
643627112,0.033678970035106025,0.05464099702072164
643651688,0.04166977358269775,0.068189140009038
643680312,0.04290766614546603,0.06937461223505524
643721703,0.15374762547172108,0.009769983769015871
643752615,0.16248964580989161,0.25739008324165485
643792570,0.02521771376270971,0.03272017349119459
643833001,0.03727412725887786,0.267521901125302
643837106,0.07840007242780471,0.06642519228615569
644374912,0.2654550361372139,0.007428954091000562
644561255,0.116218621151995,0.03218144356047432
644617314,0.04110841261776603,0.06659230942456641
644676572,0.047612702553672004,0.0932402661781084
644725431,0.04040797176327836,0.2168017433386753
644745895,0.02446093791603429,0.10305320569676386
644790017,0.1815131105813354,0.02491150102274925
644837381,0.06953068553163011,0.15620859081205038
644940512,0.11119817565139523,0.04526342064894475
644941370,0.0339747818237487,0.10354452706253722
644957827,0.08300996878332263,0.06232299661388701
645037586,0.11879937467575885,0.05634089683039018
645047492,0.08712185144099117,0.008824037576075063
645077087,0.04990311783150892,0.01807095693822589
645093123,0.03912701357574815,0.1454547923460446
645112787,0.019093329040315157,0.15198933935979098
645138849,0.03312482697309413,0.0986070337035299
645149155,0.037368419156706856,0.1296985438099862
645149633,0.03459945199806902,0.04619786392142334
645153730,0.20015831548669452,0.17256171018063085
645174955,0.009996221672516108,0.07989273973297872
645181933,0.07416026505916262,0.09971137846484557
645191970,0.08369881944286056,0.11634069134547044
645197172,0.03895662047432361,0.15316177399351916
645199327,0.10421741449405063,0.0799149341939071
645212603,0.21357078034553428,0.04165885659707349
645223470,0.13672633420747934,0.03550194322673873
645228608,0.013747763543555249,0.10276037811746029
645231926,0.03071965846520261,0.13008025593783126
645231935,0.08156412212539703,0.09212004776369224
645252358,0.21788813295679074,0.3212683445478183
645258275,0.02633017779016376,0.0700466863966753
645260190,0.030954141086110155,0.006894347447799031
645268274,0.1710519394763847,0.11064988160288713
645274767,0.14488056968592872,0.016685367242421697
645282289,0.21745011053273394,0.060488610104959206
645284166,0.10057316456679696,0.014245721947595498
645285079,0.10970763251537766,0.047947875083162055
645312257,0.079445666714013,0.3347970411380751
645318558,0.05120291136268363,0.006870104489326126
645319525,0.015313124939241606,0.037873711795457767
645347209,0.09406571649868661,0.11742487469252996
645358352,0.19326104310974843,0.10717873461660625
645396133,0.14126980005659243,0.17178899900810327
645867950,0.0076824045533608245,0.07341369415554395
646049346,0.01938918269476848,0.005294105390954908
646298269,0.22715211474850358,0.21103441288113947
646416200,0.00875180357368683,0.037117625355394694
646501704,0.02924314191579882,0.18862406940276086
647752500,0.06576798222606434,0.012499411937642495
647798202,0.0007993824994094639,0.2423362345407637
647826183,0.09643080517494701,0.06757749891782777
647868978,0.172264506276252,0.09163534963629483
647869043,0.07134697064252371,0.0008162587618683021
648005989,0.0714351593611998,0.04753820713136475
648148700,0.10636627623318515,0.003883198106324317
648170324,0.005353705031372272,0.0934274096253092
648244534,0.072228794247131,0.18105011143220945
648246832,0.044904172079776164,0.08799856808567649
648267400,0.12966240858713457,0.03504957253273686
648271831,0.03705174987136814,0.0014419730867620197
648283764,0.09948989899347686,0.060331061890934956
